Customer,State,Education,EmploymentStatus,Gender,Location,Marital Status,Vehicle,Income
HG81101,Washington,Bachelor,Employed,F,Suburban,Married,Four-Door Car,20327
VN27419,Oregon,High School or Below,Retired,F,Suburban,Divorced,Four-Door Car,11828
VZ59523,Arizona,Doctor,Employed,M,Rural,Married,Two-Door Car,50695
UF91715,Nevada,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
JV13438,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,98693
MN82687,Oregon,Bachelor,Employed,F,Suburban,Married,SUV,54507
MR50410,Nevada,College,Employed,M,Urban,Married,SUV,89703
DT53270,Washington,College,Unemployed,F,Suburban,Single,Four-Door Car,0
DA79098,California,Bachelor,Unemployed,M,Suburban,Married,Two-Door Car,0
FY86121,Oregon,College,Employed,M,Rural,Married,Four-Door Car,70882
AA69265,Nevada,Bachelor,Employed,F,Suburban,Single,Four-Door Car,60817
ZT86224,Nevada,Bachelor,Employed,M,Urban,Divorced,Four-Door Car,72257
GW89148,California,Doctor,Employed,M,Urban,Single,SUV,90008
EJ97834,Nevada,High School or Below,Employed,F,Urban,Single,Two-Door Car,93987
VM66678,Oregon,High School or Below,Employed,F,Rural,Married,Four-Door Car,81872
OY34553,Nevada,Bachelor,Employed,F,Urban,Married,Four-Door Car,60221
JL49772,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,33651
ZO44848,California,College,Unemployed,F,Urban,Married,Four-Door Car,0
TW66679,Oregon,High School or Below,Employed,M,Rural,Married,SUV,75741
RP98585,Arizona,Master,Employed,M,Urban,Married,Two-Door Car,38086
XK83294,California,High School or Below,Employed,F,Suburban,Single,Two-Door Car,38725
VZ43707,Nevada,High School or Below,Disabled,M,Suburban,Divorced,Four-Door Car,20132
RO89767,Arizona,Master,Unemployed,M,Urban,Married,Sports Car,0
UN49741,Oregon,High School or Below,Employed,M,Suburban,Divorced,SUV,44299
SY46862,Arizona,High School or Below,Employed,M,Rural,Married,Sports Car,98917
ZY60545,California,College,Employed,F,Rural,Married,Four-Door Car,91535
WP62115,Washington,College,Employed,F,Urban,Divorced,Two-Door Car,53484
NK16909,Oregon,Doctor,Employed,M,Suburban,Married,SUV,45318
BQ41371,Oregon,Bachelor,Employed,F,Suburban,Married,Four-Door Car,46897
QF29828,Arizona,Master,Employed,F,Rural,Married,Four-Door Car,40135
LP59331,Arizona,College,Employed,M,Suburban,Single,Four-Door Car,38606
NJ46471,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,56550
KX53892,Oregon,College,Employed,F,Urban,Married,Four-Door Car,61146
YP37291,Nevada,High School or Below,Employed,M,Suburban,Married,Four-Door Car,36409
RX93631,Arizona,Bachelor,Employed,F,Rural,Married,Four-Door Car,90035
GS26763,California,Bachelor,Employed,F,Suburban,Married,Two-Door Car,39669
SK74843,Arizona,Master,Employed,F,Rural,Divorced,Four-Door Car,57963
AG47947,Washington,High School or Below,Employed,F,Rural,Married,Four-Door Car,81872
LQ23049,California,High School or Below,Medical Leave,F,Suburban,Divorced,Four-Door Car,25965
VF10088,Arizona,High School or Below,Employed,F,Rural,Married,Four-Door Car,59662
OJ65428,Nevada,College,Disabled,M,Suburban,Divorced,Four-Door Car,27906
ZF48094,Oregon,High School or Below,Employed,F,Urban,Married,Four-Door Car,51032
TN56613,Arizona,Bachelor,Employed,F,Urban,Married,Sports Car,83771
IA33339,Oregon,Bachelor,Employed,F,Urban,Married,SUV,57052
UB28078,California,Master,Employed,M,Suburban,Divorced,Four-Door Car,51510
ZK60855,Oregon,College,Employed,F,Urban,Married,Four-Door Car,34819
CM73149,California,Bachelor,Employed,F,Suburban,Single,Sports Car,31189
SC81807,California,College,Employed,F,Suburban,Married,Sports Car,32180
DS57918,California,Bachelor,Medical Leave,M,Urban,Divorced,SUV,27500
TN29644,California,College,Employed,F,Rural,Married,Four-Door Car,67018
UL17918,Arizona,Bachelor,Unemployed,M,Suburban,Married,Two-Door Car,0
MJ25422,Oregon,College,Unemployed,F,Suburban,Married,Luxury SUV,0
FG21377,California,Bachelor,Employed,F,Suburban,Married,Four-Door Car,33588
BQ15946,Oregon,Doctor,Employed,M,Suburban,Married,Four-Door Car,56270
CO53249,Arizona,College,Employed,M,Suburban,Married,Four-Door Car,82800
XS83731,Arizona,College,Unemployed,F,Suburban,Divorced,Four-Door Car,0
VH41477,Oregon,High School or Below,Employed,M,Rural,Married,Two-Door Car,63891
AT13963,Washington,Master,Employed,F,Urban,Divorced,Sports Car,43946
XU49878,Washington,Bachelor,Employed,M,Urban,Married,Four-Door Car,62039
RY10920,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,60475
OC32181,Nevada,High School or Below,Employed,F,Urban,Single,Four-Door Car,70279
OE19653,Oregon,High School or Below,Unemployed,F,Suburban,Married,Two-Door Car,0
WG39961,Oregon,High School or Below,Employed,F,Suburban,Married,Four-Door Car,66676
QY78671,Arizona,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,12048
SY48591,Arizona,College,Unemployed,F,Suburban,Single,Four-Door Car,0
SM16060,Arizona,College,Unemployed,F,Suburban,Single,Two-Door Car,0
FW53453,California,Master,Employed,F,Urban,Married,Two-Door Car,36094
KU42210,Arizona,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
XR74789,Washington,College,Employed,F,Suburban,Married,Two-Door Car,63328
GB39602,Nevada,High School or Below,Unemployed,M,Suburban,Single,Sports Car,0
SK93727,Washington,High School or Below,Employed,F,Suburban,Married,Four-Door Car,36121
OM37845,California,Master,Employed,M,Suburban,Married,Four-Door Car,56005
VR45143,Arizona,High School or Below,Employed,F,Urban,Single,Four-Door Car,48597
GF35623,California,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
AF47139,Oregon,College,Employed,F,Rural,Married,Four-Door Car,42540
IS48950,California,College,Employed,M,Suburban,Married,SUV,87544
NC98544,Nevada,High School or Below,Employed,M,Suburban,Married,Two-Door Car,26292
AD12500,California,High School or Below,Employed,F,Suburban,Single,Luxury Car,42696
ZE59681,Nevada,College,Employed,M,Urban,Single,Two-Door Car,88009
JQ91314,Washington,College,Unemployed,M,Suburban,Single,Four-Door Car,0
WX92260,Washington,College,Unemployed,F,Suburban,Divorced,Four-Door Car,0
MO21402,Oregon,Master,Disabled,F,Suburban,Divorced,SUV,16181
QY41319,Oregon,College,Unemployed,M,Suburban,Single,Two-Door Car,0
WE90911,Arizona,Bachelor,Employed,F,Urban,Single,SUV,75438
KB90888,Oregon,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
NN87570,Oregon,Bachelor,Retired,M,Suburban,Married,Two-Door Car,27681
PD94315,Arizona,Bachelor,Disabled,F,Suburban,Married,SUV,23444
IN65727,Washington,Master,Employed,F,Suburban,Single,Two-Door Car,63684
FB76635,Oregon,College,Employed,F,Urban,Married,Sports Car,61737
RF58958,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
AZ15952,Oregon,Bachelor,Employed,M,Rural,Divorced,Four-Door Car,52373
KP22549,Oregon,Bachelor,Employed,M,Rural,Married,Four-Door Car,58213
QC34927,California,High School or Below,Employed,M,Suburban,Married,Two-Door Car,74142
WD87578,Nevada,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
ER51965,Washington,College,Employed,M,Suburban,Married,Four-Door Car,49746
LA53648,California,High School or Below,Unemployed,F,Suburban,Single,SUV,0
FX73249,Oregon,Bachelor,Unemployed,M,Suburban,Divorced,Four-Door Car,0
WF53890,Arizona,Bachelor,Employed,F,Urban,Divorced,Two-Door Car,39854
QL35310,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,36650
FY30870,California,High School or Below,Employed,F,Urban,Married,Two-Door Car,32756
JF73533,Nevada,College,Employed,M,Suburban,Single,Four-Door Car,36268
IW70308,Oregon,Bachelor,Disabled,F,Suburban,Married,Four-Door Car,23815
ZS50183,Arizona,College,Unemployed,F,Suburban,Married,SUV,0
EU38033,Nevada,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,39188
ZJ86769,Nevada,College,Employed,M,Suburban,Married,SUV,58089
JZ90556,Oregon,High School or Below,Employed,F,Rural,Married,Four-Door Car,62120
OQ43721,Oregon,High School or Below,Disabled,F,Suburban,Married,Four-Door Car,26540
NI71089,California,College,Retired,M,Suburban,Single,Two-Door Car,28215
ZF84966,Nevada,Doctor,Employed,F,Urban,Married,SUV,61675
LN11802,California,Master,Unemployed,M,Suburban,Married,Sports Car,0
CG92708,Nevada,College,Employed,F,Urban,Married,Four-Door Car,69600
TH59993,California,College,Employed,F,Rural,Married,Four-Door Car,40982
WH76688,Oregon,Bachelor,Employed,M,Suburban,Single,Four-Door Car,74015
NK82261,California,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
FI93397,Oregon,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
FO33051,Arizona,College,Medical Leave,M,Suburban,Divorced,SUV,29439
ZE40223,Oregon,College,Unemployed,M,Suburban,Single,Sports Car,0
II49996,Arizona,Bachelor,Employed,M,Suburban,Single,Four-Door Car,74015
AX71707,Arizona,College,Employed,F,Suburban,Married,Two-Door Car,67881
GF38306,Nevada,High School or Below,Employed,F,Urban,Single,Four-Door Car,96162
TN54884,California,College,Employed,F,Urban,Married,Two-Door Car,39049
DD27635,Oregon,Doctor,Disabled,M,Rural,Married,SUV,29808
NX84287,California,Master,Employed,F,Urban,Married,SUV,65727
EO38569,Washington,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
FF77476,California,High School or Below,Retired,F,Suburban,Divorced,Four-Door Car,22283
CW92156,Washington,College,Employed,F,Urban,Single,SUV,37435
XA53408,Oregon,College,Employed,M,Suburban,Married,Two-Door Car,27756
CV86445,Arizona,High School or Below,Employed,M,Rural,Married,Four-Door Car,86876
TK32843,California,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
EV14053,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,34062
IY38767,Oregon,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
VJ34494,Washington,College,Unemployed,F,Suburban,Single,Four-Door Car,0
SN36487,Arizona,College,Employed,F,Suburban,Married,SUV,78358
SW88021,California,Bachelor,Medical Leave,F,Suburban,Married,Two-Door Car,12222
US43945,California,Bachelor,Employed,F,Suburban,Divorced,Two-Door Car,41247
QC93181,California,College,Retired,F,Suburban,Single,Four-Door Car,13663
XS89049,Nevada,College,Disabled,F,Suburban,Married,Two-Door Car,25531
QR79788,Nevada,College,Employed,M,Urban,Divorced,Four-Door Car,58643
WG51244,Oregon,Bachelor,Employed,M,Suburban,Divorced,Luxury SUV,48107
BF56053,Washington,Bachelor,Medical Leave,F,Suburban,Married,Four-Door Car,18643
AN97123,Nevada,College,Unemployed,F,Urban,Married,Two-Door Car,0
VS30147,Oregon,Master,Employed,M,Urban,Married,SUV,58645
FY70464,Oregon,Bachelor,Employed,F,Rural,Married,SUV,95058
BG19572,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
LR43989,Oregon,High School or Below,Medical Leave,F,Suburban,Married,Four-Door Car,19715
ER10834,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,68787
WL46620,Nevada,Bachelor,Employed,M,Suburban,Married,Two-Door Car,29056
MO27230,Oregon,College,Employed,F,Suburban,Married,SUV,47829
HD32695,Arizona,Bachelor,Disabled,F,Suburban,Married,Four-Door Car,13128
ED89934,California,College,Employed,F,Urban,Married,SUV,58946
WU63862,Oregon,College,Employed,M,Urban,Single,Four-Door Car,31614
EW27959,California,Bachelor,Employed,F,Urban,Single,Four-Door Car,44667
IG15771,Oregon,College,Unemployed,M,Suburban,Single,Four-Door Car,0
PJ84431,California,High School or Below,Employed,M,Suburban,Married,Luxury Car,91512
RW46214,Oregon,High School or Below,Medical Leave,F,Suburban,Divorced,Four-Door Car,26540
VP91482,Oregon,Bachelor,Unemployed,M,Suburban,Single,SUV,0
DZ48278,Nevada,High School or Below,Employed,M,Urban,Married,Four-Door Car,38798
HC37968,Oregon,Bachelor,Unemployed,F,Suburban,Married,Sports Car,0
CQ15251,Oregon,Bachelor,Employed,F,Rural,Married,Four-Door Car,65629
QD36906,Nevada,Master,Employed,F,Rural,Married,Four-Door Car,33291
BG95711,California,College,Employed,F,Rural,Divorced,Four-Door Car,57264
HR44460,California,Bachelor,Employed,F,Rural,Divorced,SUV,60970
NE57101,Oregon,College,Employed,M,Suburban,Married,SUV,34220
UQ34669,Arizona,Master,Employed,M,Rural,Divorced,Four-Door Car,88997
BL42392,Arizona,Doctor,Medical Leave,M,Urban,Married,Four-Door Car,18779
WC52068,Oregon,College,Employed,M,Urban,Married,SUV,50825
GB20532,Arizona,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
XS74432,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,29218
YA10507,California,High School or Below,Employed,M,Rural,Married,Two-Door Car,95697
NL59273,Oregon,Doctor,Employed,F,Urban,Married,Two-Door Car,61486
BZ81849,Arizona,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
MF83904,Oregon,Bachelor,Disabled,F,Suburban,Married,Two-Door Car,17723
MH14039,California,High School or Below,Employed,M,Suburban,Married,Four-Door Car,72421
XJ26467,California,College,Employed,F,Urban,Married,Four-Door Car,36510
BC53546,Oregon,Bachelor,Employed,M,Suburban,Divorced,Two-Door Car,35396
KB58189,Oregon,College,Employed,F,Urban,Married,Four-Door Car,69230
FF31523,Washington,Master,Employed,F,Urban,Married,SUV,28054
EE98024,California,College,Medical Leave,F,Suburban,Married,Four-Door Car,25866
QA50777,Oregon,Bachelor,Medical Leave,F,Suburban,Married,Four-Door Car,23675
HW36182,California,Master,Unemployed,M,Suburban,Married,Two-Door Car,0
SB64064,Nevada,Bachelor,Unemployed,F,Suburban,Married,Four-Door Car,0
MY60905,California,Bachelor,Unemployed,F,Suburban,Single,Two-Door Car,0
FB77856,Nevada,College,Retired,M,Suburban,Married,Sports Car,28142
XQ93931,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,23706
WA74455,Arizona,College,Unemployed,M,Suburban,Married,SUV,0
GK98989,Washington,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
VA35421,Nevada,Master,Employed,F,Rural,Married,Two-Door Car,83527
BB41401,Arizona,High School or Below,Employed,M,Suburban,Single,Four-Door Car,26876
RQ16234,Arizona,High School or Below,Employed,F,Rural,Divorced,Sports Car,55099
DO83789,Arizona,College,Employed,F,Suburban,Married,Four-Door Car,71661
AK46006,Oregon,Bachelor,Medical Leave,M,Suburban,Married,Luxury SUV,18047
CJ59481,Washington,College,Employed,M,Rural,Married,Two-Door Car,90893
JL86651,Nevada,College,Employed,M,Rural,Married,Four-Door Car,90016
AN32867,California,Bachelor,Employed,M,Suburban,Single,Four-Door Car,81285
AC67315,Nevada,Bachelor,Employed,F,Suburban,Married,Sports Car,96950
XN90444,California,Doctor,Employed,M,Suburban,Single,Two-Door Car,24814
CZ72326,Oregon,High School or Below,Unemployed,F,Suburban,Single,Two-Door Car,0
FG18525,Nevada,Bachelor,Unemployed,M,Rural,Married,Two-Door Car,0
HC25359,Oregon,Master,Employed,F,Urban,Divorced,Four-Door Car,52572
SM39580,Arizona,Doctor,Unemployed,M,Suburban,Married,Two-Door Car,0
UU81720,California,High School or Below,Employed,F,Rural,Married,Four-Door Car,41701
WO53546,Oregon,College,Unemployed,M,Suburban,Divorced,Sports Car,0
UH76249,Arizona,High School or Below,Unemployed,M,Suburban,Married,Four-Door Car,0
YP79029,California,Bachelor,Employed,M,Suburban,Married,Sports Car,34179
HS79851,Oregon,Bachelor,Retired,M,Suburban,Married,Two-Door Car,27681
YR49519,Arizona,Bachelor,Unemployed,M,Suburban,Divorced,Four-Door Car,0
AN21193,Washington,Bachelor,Unemployed,F,Suburban,Single,Four-Door Car,0
TS98462,Washington,High School or Below,Employed,F,Rural,Married,Two-Door Car,78494
OB11898,Nevada,College,Unemployed,F,Suburban,Single,Two-Door Car,0
RS85283,Oregon,Bachelor,Employed,M,Suburban,Married,SUV,56044
NW19960,Oregon,College,Employed,M,Suburban,Married,SUV,37937
AI11191,Arizona,High School or Below,Employed,F,Rural,Single,SUV,77853
PF24757,Arizona,College,Employed,F,Suburban,Married,Four-Door Car,72608
NY20756,California,High School or Below,Employed,M,Suburban,Married,SUV,36568
EU98982,Arizona,High School or Below,Unemployed,M,Suburban,Single,SUV,0
GL54755,Washington,Bachelor,Employed,F,Urban,Married,Four-Door Car,59578
UF13251,Oregon,High School or Below,Employed,M,Suburban,Married,SUV,26032
HK16676,Oregon,High School or Below,Employed,M,Suburban,Married,Four-Door Car,39618
KF80571,Arizona,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
XB43418,California,College,Employed,M,Urban,Single,SUV,59438
IA78643,Washington,High School or Below,Unemployed,F,Suburban,Divorced,Sports Car,0
RI97135,Washington,Bachelor,Unemployed,M,Urban,Single,Four-Door Car,0
HZ52656,Washington,Bachelor,Employed,F,Rural,Single,Four-Door Car,89451
BM71358,Arizona,High School or Below,Employed,M,Rural,Divorced,Four-Door Car,44695
DJ42087,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,24581
NV98267,Arizona,Bachelor,Unemployed,M,Urban,Married,Four-Door Car,0
YD27780,Arizona,Bachelor,Employed,F,Urban,Married,SUV,72334
DZ38951,Oregon,High School or Below,Medical Leave,M,Suburban,Married,Four-Door Car,19831
VO84133,California,High School or Below,Employed,M,Rural,Married,Four-Door Car,40361
FP86246,California,Bachelor,Employed,M,Urban,Divorced,Four-Door Car,74656
YA37626,Oregon,Master,Employed,M,Suburban,Single,SUV,25358
XW54288,California,Bachelor,Employed,M,Rural,Married,Four-Door Car,35461
ET81343,California,Doctor,Employed,M,Suburban,Divorced,Four-Door Car,59047
CW57351,Nevada,College,Employed,F,Urban,Divorced,Four-Door Car,62409
EV39201,California,College,Employed,F,Urban,Married,Four-Door Car,93272
YV40022,California,College,Unemployed,F,Suburban,Married,Sports Car,0
IX44049,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,20166
DI51103,Washington,High School or Below,Unemployed,F,Suburban,Single,Four-Door Car,0
AS78838,California,Bachelor,Medical Leave,M,Suburban,Single,Four-Door Car,29735
YJ16399,California,High School or Below,Unemployed,M,Suburban,Single,Four-Door Car,0
LH52773,California,High School or Below,Employed,F,Suburban,Married,SUV,97460
XF99212,Arizona,College,Employed,M,Suburban,Married,Two-Door Car,57564
CL52383,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,33232
DD28380,Arizona,College,Medical Leave,F,Suburban,Married,Four-Door Car,11854
CP87192,California,College,Medical Leave,F,Urban,Married,Four-Door Car,23843
MH43755,Arizona,College,Disabled,F,Urban,Married,Sports Car,17961
KT38145,California,College,Unemployed,F,Suburban,Married,Four-Door Car,0
FU65756,Arizona,College,Employed,F,Suburban,Married,SUV,54695
YG92601,California,College,Employed,M,Rural,Married,Two-Door Car,85632
MZ63755,California,Bachelor,Unemployed,F,Suburban,Divorced,SUV,0
BI33231,California,High School or Below,Unemployed,F,Urban,Married,Four-Door Car,0
ZD71862,Oregon,High School or Below,Employed,F,Urban,Married,SUV,39895
VT87641,Washington,Bachelor,Employed,F,Suburban,Married,Four-Door Car,95815
TN61016,California,High School or Below,Employed,F,Suburban,Divorced,Four-Door Car,37224
PX27645,California,Bachelor,Unemployed,M,Suburban,Single,SUV,0
IS53899,Nevada,College,Employed,F,Suburban,Married,Four-Door Car,94652
KC69320,Arizona,Bachelor,Employed,F,Suburban,Single,Sports Car,28582
WR86431,Nevada,High School or Below,Employed,F,Rural,Divorced,SUV,91123
TY27229,Arizona,Bachelor,Employed,M,Rural,Married,Four-Door Car,85942
LC42182,Nevada,High School or Below,Employed,F,Rural,Divorced,Luxury SUV,64321
SZ64974,Arizona,Doctor,Employed,M,Suburban,Single,Two-Door Car,77025
AH89786,Oregon,High School or Below,Retired,M,Suburban,Married,Two-Door Car,16997
QO70290,California,Bachelor,Employed,M,Rural,Married,Sports Car,52408
IR78670,California,Bachelor,Unemployed,M,Suburban,Married,Four-Door Car,0
OU24549,Nevada,Bachelor,Employed,M,Suburban,Married,SUV,37573
OO96263,Nevada,High School or Below,Employed,F,Suburban,Married,Two-Door Car,45893
SY86059,California,High School or Below,Unemployed,F,Suburban,Married,Four-Door Car,0
JZ76788,Nevada,College,Employed,M,Suburban,Single,Two-Door Car,29385
AB23825,California,College,Employed,M,Suburban,Single,Two-Door Car,21509
BH61137,Arizona,Bachelor,Employed,F,Suburban,Married,Four-Door Car,68144
QW21716,Nevada,Bachelor,Employed,M,Suburban,Married,Four-Door Car,31093
IU95336,Arizona,High School or Below,Employed,M,Suburban,Married,Four-Door Car,24350
TY22591,Washington,College,Employed,M,Suburban,Married,SUV,32823
VR18539,Washington,College,Employed,M,Urban,Single,SUV,44843
GD89605,Oregon,Master,Employed,F,Suburban,Married,Four-Door Car,59364
RD47708,Oregon,College,Employed,M,Rural,Married,Four-Door Car,39101
XH47201,California,High School or Below,Unemployed,M,Suburban,Married,Two-Door Car,0
TW62773,Washington,High School or Below,Disabled,F,Suburban,Married,Two-Door Car,27604
QP77560,California,High School or Below,Employed,F,Suburban,Married,Four-Door Car,91603
QV66305,Washington,Master,Employed,F,Suburban,Married,SUV,59828
WC83676,Nevada,College,Employed,M,Urban,Married,Four-Door Car,33247
QD98396,California,College,Employed,M,Suburban,Married,Sports Car,45867
AM36670,California,College,Employed,F,Rural,Single,Four-Door Car,54827
CJ78727,California,Bachelor,Unemployed,F,Suburban,Married,Two-Door Car,0
GN61665,Arizona,Bachelor,Employed,M,Suburban,Married,Sports Car,47170
HY49431,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,21947
IK82336,Oregon,College,Employed,F,Suburban,Married,SUV,39018
WA16954,Arizona,Master,Employed,M,Urban,Married,Four-Door Car,20252
QD69852,Oregon,Bachelor,Unemployed,M,Suburban,Single,Four-Door Car,0
XG47945,Oregon,Master,Employed,M,Suburban,Married,Two-Door Car,48602
UV57184,California,Bachelor,Employed,F,Urban,Married,Four-Door Car,97849
JU55710,Oregon,College,Employed,F,Rural,Married,Two-Door Car,41479
PT50287,Oregon,Bachelor,Employed,F,Urban,Divorced,Four-Door Car,69746
AB73565,California,Bachelor,Employed,M,Suburban,Married,Two-Door Car,96748
PK20739,Oregon,Bachelor,Employed,M,Suburban,Married,Two-Door Car,25074
XI85062,Nevada,Master,Employed,M,Suburban,Married,Two-Door Car,66463
KA77514,Washington,High School or Below,Employed,M,Urban,Married,Four-Door Car,34865
ND80148,California,College,Employed,M,Urban,Married,Four-Door Car,37399
AK72422,California,College,Disabled,M,Suburban,Divorced,Sports Car,21070
LN49978,Oregon,Bachelor,Employed,F,Suburban,Married,Four-Door Car,31562
RZ80299,California,Master,Employed,F,Suburban,Divorced,Four-Door Car,54684
QU53781,Oregon,High School or Below,Employed,M,Suburban,Married,SUV,37388
MD70013,Nevada,Bachelor,Employed,F,Rural,Married,Four-Door Car,84981
QD97878,Nevada,Master,Medical Leave,M,Suburban,Married,Two-Door Car,24046
WK24299,California,High School or Below,Retired,M,Suburban,Divorced,SUV,20993
RJ45123,Oregon,College,Employed,M,Suburban,Divorced,SUV,48029
HM33037,Arizona,Bachelor,Disabled,M,Suburban,Married,Luxury Car,16233
QY70905,Arizona,College,Employed,M,Suburban,Married,Two-Door Car,30718
YL86561,Oregon,High School or Below,Employed,M,Rural,Married,Four-Door Car,60277
LK40971,California,Bachelor,Unemployed,M,Suburban,Single,SUV,0
UI44314,Arizona,Bachelor,Employed,M,Urban,Single,Four-Door Car,31911
NN44612,Nevada,Bachelor,Employed,F,Urban,Divorced,Two-Door Car,61402
MA37431,California,College,Employed,F,Suburban,Married,Two-Door Car,34335
DP57381,Nevada,College,Employed,M,Urban,Divorced,Two-Door Car,71467
PX45824,Washington,College,Unemployed,M,Suburban,Single,Four-Door Car,0
OG17838,Washington,High School or Below,Employed,M,Suburban,Divorced,Four-Door Car,36168
WG37485,Oregon,College,Employed,F,Suburban,Single,Sports Car,58357
RV95842,California,College,Retired,M,Suburban,Divorced,Four-Door Car,29692
NG13451,Oregon,High School or Below,Employed,M,Suburban,Single,Four-Door Car,29215
UQ82778,Oregon,High School or Below,Unemployed,F,Suburban,Divorced,Two-Door Car,0
ZG16710,Washington,High School or Below,Employed,M,Suburban,Married,Four-Door Car,26841
OT53330,Arizona,Bachelor,Employed,F,Suburban,Single,SUV,34837
LZ12396,Arizona,Bachelor,Employed,F,Urban,Married,Four-Door Car,33068
UU77151,Washington,College,Employed,F,Urban,Married,Sports Car,44820
CD71877,Nevada,Bachelor,Employed,F,Rural,Single,Sports Car,49564
PA95799,Arizona,College,Medical Leave,M,Suburban,Married,Four-Door Car,19581
FK28721,Oregon,High School or Below,Unemployed,M,Suburban,Single,Two-Door Car,0
CM42637,Oregon,Bachelor,Disabled,M,Suburban,Married,Four-Door Car,23129
CI47242,Washington,Bachelor,Unemployed,M,Suburban,Single,SUV,0
FE46445,Arizona,High School or Below,Employed,F,Urban,Married,Four-Door Car,25411
PD32854,Arizona,High School or Below,Medical Leave,F,Suburban,Married,SUV,28513
GV35061,Oregon,High School or Below,Employed,M,Urban,Married,Two-Door Car,69346
BG44829,Oregon,High School or Below,Employed,F,Rural,Married,SUV,74835
RH83684,Oregon,Master,Employed,F,Rural,Divorced,Two-Door Car,43282
SB82356,Nevada,Bachelor,Retired,F,Suburban,Married,Four-Door Car,11276
TW49116,Nevada,College,Unemployed,M,Suburban,Married,Four-Door Car,0
RJ39700,Oregon,Bachelor,Medical Leave,M,Urban,Single,Four-Door Car,10037
LO40410,Oregon,Doctor,Disabled,F,Suburban,Divorced,Two-Door Car,21986
SX85653,Arizona,Doctor,Employed,F,Suburban,Married,SUV,85609
PH91033,Oregon,College,Employed,M,Urban,Married,Sports Car,86347
LC69427,Oregon,College,Employed,F,Suburban,Single,Four-Door Car,20368
MZ85889,California,Master,Employed,F,Rural,Divorced,Two-Door Car,25778
GL82358,Nevada,High School or Below,Employed,F,Rural,Single,Four-Door Car,43860
AM94127,Oregon,College,Employed,M,Rural,Single,Four-Door Car,93303
TO19482,Oregon,High School or Below,Employed,M,Suburban,Married,Two-Door Car,67467
WA68850,Arizona,High School or Below,Employed,M,Suburban,Married,SUV,30598
ER97256,Arizona,College,Employed,F,Suburban,Married,Four-Door Car,55350
CK85904,California,High School or Below,Disabled,F,Suburban,Married,SUV,11432
GH30325,Oregon,College,Employed,M,Suburban,Married,Four-Door Car,27093
LG98245,Nevada,Bachelor,Unemployed,M,Suburban,Single,SUV,0
KW31376,Oregon,High School or Below,Unemployed,F,Suburban,Single,Luxury Car,0
XZ45224,Oregon,College,Employed,F,Suburban,Divorced,Two-Door Car,38961
HD56196,Oregon,Doctor,Employed,F,Rural,Married,Two-Door Car,51840
EM39400,Nevada,Bachelor,Employed,M,Urban,Divorced,Four-Door Car,79181
FP39090,Oregon,Bachelor,Medical Leave,M,Suburban,Divorced,Four-Door Car,14072
CE17166,California,College,Employed,M,Suburban,Divorced,Four-Door Car,56225
HF67477,Washington,High School or Below,Disabled,M,Suburban,Married,Luxury Car,14909
GJ79432,Nevada,High School or Below,Employed,M,Suburban,Single,Four-Door Car,26876
ZE17448,Oregon,College,Employed,M,Urban,Divorced,Four-Door Car,68401
SK65854,Nevada,College,Employed,F,Suburban,Married,Four-Door Car,29730
RT23641,Oregon,High School or Below,Employed,F,Urban,Married,SUV,35577
PY79113,California,Master,Employed,M,Urban,Married,Four-Door Car,41958
EP61197,Oregon,Master,Employed,F,Suburban,Married,Four-Door Car,77915
IL12516,Oregon,Bachelor,Medical Leave,F,Suburban,Married,Four-Door Car,15514
